claim,label_text,labels
adam kinzinger says the current debate over authorizing military action against the islamic state would be the first time congress would place limits on the commander-in-chiefs ability to be commander-in-chief.,FALSE,1
adam putnam says all the money the department of citrus has is paid for by the citrus growers. you dont save dollars by eliminating the department of citrus.,TRUE,0
adam putnam says an obama campaign tactic for rallying voters is to offer them cell phones.,FALSE,1
adam putnam says he couldnt keep a 42-inch redfish he caught because of fishing rules.,TRUE,0
"adam putnam says scott maddox has run ""losing campaigns for 3 of florida's 4 available cabinet positions.""",FALSE,1
"adam putnam says scott maddox is a ""lobbyist.""",TRUE,0
adam putnam says the giant african land snail carries human meningitis.,TRUE,0
adam putnam says weve got to find 2 billion gallons (of water per day) between now and 2025.,TRUE,0
adam schefter says odd fact for odd draft: no. 2 overall pick will earn more than the no. 1 pick due to no state tax in florida. so 2 not so bad.,TRUE,0
addicting information says u.s. police killed more people in just one month than the u.k.s did in over a century.,FALSE,1
adrian garcia says gene green is the nras favorite democrat in congress. ... its no wonder the congressman has a lifetime a rating from the nra.,TRUE,0
"advancing wisconsin says republican gubernatorial candidate scott walker increased his own pay by $50,000.",FALSE,1
"afl cio says for thousands of public employees, wisconsin gov. scott walkers budget-repair bill would take away any say they have in the workplace, and eliminate their union.",TRUE,0
afl cio says marco rubio opposes extending unemployment benefits.,TRUE,0
afl cio says republican redistricting plans cut democrat nancy nusbaum out of her state senate district by a half a block.,TRUE,0
"afl cio says there are not, nor have there ever been, any boycotts encouraged by our organizations.",TRUE,0
afscme people says marcorubio voted to slash school funding by billions of dollars and would eliminate the department of education.,TRUE,0
afscme says because as a senator toomey stood up for wall street. he wanted to privatize social security and invest it in the stock market. wall street would make billions in fees even if the stock market crashed.,TRUE,0
afscme says gubernatorial recall candidate tom barrett supported passage of gov. scott walkers bill stripping collective bargaining of state employees.,FALSE,1
"afscme says in labor negotiations with city employees, milwaukee mayor tom barrett demanded concessions that went beyond those mandated by gov. scott walkers collective bargaining law",TRUE,0
"afscme says in washington, congressman joe heck supports privatizing (social security), turning our savings over to wall street and risking it on the stock market.",TRUE,0
afscme says jim renacci cheated on his income taxes and is a deadbeat citizen.,TRUE,0
afscme says jim renacci supports a national sales tax of 23 percent.,TRUE,0
afscme says republican u.s. senate candidate tommy thompson supports massive tax cuts for corporations that outsource wisconsin jobs.,TRUE,0
afscme says the wisconsin retirement system for public employees is a self-funded pension plan and its the money of the workers that funds it.,TRUE,0
"afscme says while romney was a director of the damon corporation, the company was defrauding medicare of millions.",TRUE,0
agenda project says the paul ryan budget proposal would leave the country without medicare.,FALSE,1
agenda project says the paul ryan budget proposal would privatize medicare.,TRUE,0
akbar al baker says the average age of planes in the qatar airways fleet is about four years while delta air lines flies planes that are 35 years old.,TRUE,0
"al cardenas says of $60 billion congress approved in response to hurricane sandy, only 10 percent was for disaster relief.",FALSE,1
al gore says electric utilities are trying to fool you into amending your state constitution in a way that gives them the authority to shut down net metering.,TRUE,0
"al gore says global warming leads to much quicker spread of the zika virus because the increased temperature, makes mosquitoes mature faster, . . . bite more due to having a higher metabolism, and makes the zika virus inside of them incubate faster.",TRUE,0
"al gore says if we got solar energy from an area of the southwestern desert 100 miles on a side, that would be enough, in and of itself, to provide 100 percent of all the electricity needs for the united states of america in a full year.",TRUE,0
al gore says the ocean is now much more acidic . . . than it has been for many millions of years.,TRUE,0
"al hunt says ""crime is down in arizona.""",TRUE,0
al hunt says this is not a mosque. its a cultural center that has a prayer area.,FALSE,1
al jazeera america says the proposed gogebic iron ore mine is just up the hill from the apostle islands national lakeshore caves along lake superior.,FALSE,1
"al roker says (birmingham, ala.) is the cradle of the civil rights movement.",TRUE,0
al sharpton says one wisconsin school district is so worried about losing state funding that it has stopped giving milk to elementary school kids during snack time.,TRUE,0
"al sharpton says president barack obama has taken 92 days of vacation since he was sworn in, compared to 367 for president george w. bush at the same point in his presidency.",TRUE,0
"al sharpton says the priorities of more than three-quarters of americans are to increase the minimum wage, create a path to citizenship for illegal immigrants, and require background checks for gun buyers.",TRUE,0
al sharpton says the texas senate approved a bill to put a special label on the insurance cards of anyone who bought a plan through obamacare that includes the letter s for subsidy.,TRUE,0
"al sharpton says under obama, the national debt has been reduced every year for the last five years.",FALSE,1
alan bates says 80 percent of the health care dollars are spent by 20 percent of the population.,TRUE,0
alan essig says the governors budget proposal reduces the state austerity cut to education to under $500 million for 2016.,TRUE,0
"alan grayson says ""daniel webster said he's out. now he says he's in.""",TRUE,0
"alan grayson says ""in the past year, more than 20 percent of americans have changed their mind about the war in afghanistan. they conclude we shouldn't be there.""",TRUE,0
"alan grayson says ""on the day that (the republican) state leader resigned in disgrace, a shred-it' truck rolled up to republican headquarters.""",TRUE,0
alan grayson says $360 million of our tax dollars went straight to ... the taliban.,TRUE,0
"alan grayson says 24 million people in this country cant find a full-time job, 50 million cant see a doctor when theyre sick, 47 million people need government help to feed themselves and 15 million families owe more than the value of their home.",TRUE,0
alan grayson says a bill to advance the keystone xl pipeline is an earmark under house rules.,FALSE,1
"alan grayson says according to wikipedia, there are only five countries in the entire planet that are more unequal than the united states in the distribution of our wealth.",TRUE,0
alan grayson says dan webster would force victims of rape and incest to bear their attackers child.,TRUE,0
alan grayson says daniel webster is an advocate for a group that teaches that mothers should not work outside the home.,TRUE,0
alan grayson says daniel webster thinks wives should submit to their husbands.,FALSE,1
"alan grayson says daniel webster wants to make divorce illegal, even for abused wives.",TRUE,0
alan grayson says ed schultz said alan grayson is what its all about.,TRUE,0
alan grayson says florida gov. rick scotts cuts to education are the same as his proposedcorporate income tax rate reduction.,TRUE,0
alan grayson says gov. jeb bush vetoed the quiones plan because it was taxation without representation on a large scale.,TRUE,0
alan grayson says im the only member of the house of representatives who raised most of his campaign funds in the last election from small contributions of less than $200.,TRUE,0
"alan grayson says in every ethics case that has resulted in a formal sanction, theres been an investigative subcommittee thats been established first.",TRUE,0
"alan grayson says in the event of a u.s. strike on syria, the russians will replace the weapons immediately. theyve said it on the record. theyve suggested they might even replace it with better stuff.",TRUE,0
"alan grayson says in the past two years in congress, ive written more bills, passed more amendments on the floor of the house and enacted more of my bills into law than any other member of the house.",TRUE,0
alan grayson says lebron james stops paying his social security taxes at the beginning of the second quarter of the first game of the season.,TRUE,0
alan grayson says patrick murphy has taken more money from wall street than any other member of congress other than the speaker and the majority leader.,TRUE,0
alan grayson says patrick murphy hasnt passed a single bill out of committee.,FALSE,1
alan grayson says patrick murphy is one of only three democrats in the house today who voted to create the benghazi committee.,TRUE,0
alan grayson says patrick murphy switched his vote on all aboard florida ... because his father tried to get in a bid to build it and was unsuccessful.,TRUE,0
"alan grayson says reconciliation was used ""for tax cuts for the rich twice under bush.""",TRUE,0
"alan grayson says technically, (ted cruz is) not even an american.",FALSE,1
"alan grayson says the more than $800,000 raised by the alan grayson campaign last quarter was ""#1 among all 435 members of the u.s. house of representatives.""",FALSE,1
"alan grayson says the republican plan for tax cuts is to give each millionaire -- the top 1 percent of income in this country -- $83,347 a year in tax cuts.",TRUE,0
alan grayson says the rifle used by omar mateen shoots off 700 rounds in a minute.,TRUE,0
alan grayson says the united states is 50th in life expectancy in the world.,TRUE,0
"alan grayson says theres only three countries in the entire world wheretheres no paid vacation by law, we happen to be one of them.",TRUE,0
alan grayson says this is the year florida becomes a majority minority state.,FALSE,1
"alan grayson says walmart employees represent the largest group of medicaid and food stamp recipients in many states, costing the taxpayer $1,000 per worker.",TRUE,0
alan grayson says webster sponsored a bill to create a form of marriage that would trap women in abusive relationships.,TRUE,0
"alan grayson says when career politician daniel webster became speaker of the house, he wasted $32,000 of our money on a spiral staircase for his office.",TRUE,0
alan hays says i did not vote to spend money to fight that (amendment 6 redistricting) lawsuit.,TRUE,0
alan hays says proof of citizenship isnt necessary before you register to vote in florida.,TRUE,0
alan hays says the florida legislature has not filed a lawsuit to fight amendments 5 and 6.,TRUE,0
"alan hays says your tax dollars are not being used to sue you, the people.",FALSE,1
"alan krueger says since the affordable care act passed, 90 percent of job growth has been in full-time positions.",TRUE,0
alan powell says democrats have now become the party of the [atlanta] metro area and of blacks.,TRUE,0
alan simpson says military expenditures for the united states are greater than the combined spending of the next 14 largest nations.,TRUE,0
"albert papp jr says last year -- actually, this year in may -- we saw new jersey transit fares rise anywhere from 25 percent to 47 percent.",TRUE,0
"alberta darling says 18 percent of our land in our state right now is either federally, state or county owned for conservation purposes.",TRUE,0
"alberta darling says at the 50 milwaukee schools serving at least 80% african-american and at least 80% low income students, the reading proficiency is 8%.",TRUE,0
alberta darling says limiting labor negotiations to only wages is how it is for the most part in the private sector.,FALSE,1
alberta darling says on pay for fired milwaukee police officers,FALSE,1
"alberta darling says state rep. sandy pasch, her recall opponent, voted to allow public school employees to use taxpayer dollars to pick up the tab forviagra.",FALSE,1
alberta darling says the 2011-13 state budget eliminates the structural deficit for the first time in decades.,TRUE,0
"alberta darling says when it comes to the state deficit, wisconsin is proportionally in as much trouble as the state of california.",TRUE,0
"alberta darling says wisconsin does not have a deficit. thanks to republican reforms, the 2014 budget will begin with a $443 million surplus.",TRUE,0
"alberta darling says wisconsins criminal threshold for drunken-driving is way out of line with states surrounding us, which have the second offense as a felony.",TRUE,0
alberto carvalho says today we stand as the highest-performing urban school district in america.,TRUE,0
"albio sires says just in the past 10 years, college tuition has increased 28 percent.",TRUE,0
alcee hastings says a texas law says that you cant shoot bears out of the second floor of a window.,FALSE,1
alcee hastings says florida election officials requests to some residents to submit proof of citizenship is a backdoor poll tax.,TRUE,0
alcee hastings says one texas city has a law that says that women can only have six dildos.,TRUE,0
"alcee hastings says the dog meat festival in yulin, china, threatens global public health.",FALSE,1
"alex castellanos says the clinton foundation gives less than 10(percent in direct aid). in 2013, they raised 140 million bucks, gave $9 million to people in direct aid.",TRUE,0
alex mcmurtrie jr says state legislators quietly shifted $2 billion from education to road building in 2013.,FALSE,1
"alex sink says ""as florida's cfo, i shut down krakow's scam and refunded more than $1.2 million to josephine and other victims of this con man.""",TRUE,0
"alex sink says ""bill mccollum said tax cuts don't work.""",TRUE,0
"alex sink says ""florida statutes require (attorney general bill) mccollum to consult with members of florida's congressional delegation"" before filing a lawsuit against the health care reform law.",TRUE,0
"alex sink says ""floridas high school graduation rate falls well below the national average.""",TRUE,0
"alex sink says ""no democratic campaign for (fla.) governor has ever had these kinds of resources this early on in an election cycle.""",TRUE,0
"alex sink says ""nobody has been talking about it (medicaid fraud), focused on it, or paying attention to it.""",FALSE,1
"alex sink says ""rick scott's even saying he wants more offshore drilling.""",TRUE,0
"alex sink says ""the minute this proposal for near-beach oil drilling came up, i was against it.""",TRUE,0
"alex sink says 150,000 (oil spill) claims have been filed by floridians, but only 40 percent of them have been paid.",TRUE,0
alex sink says david jolly lobbied on a plan by rep. paul ryan that would turn medicare into a voucher program.,TRUE,0
alex sink says florida ranks last in the ratio of employees to residents...and florida is dead last in the nation in state employee payroll expenditures per resident.,TRUE,0
alex sink says florida spends more than $300 million a year just on children repeating pre-k through 3rd grade.,TRUE,0
alex sink says house republicans who complained they didnt have enough time to consider a constitutional ban against oil drilling shoved through a proposal in just a few days to open state waters to oil drilling.,TRUE,0
alex sink says pinellas county voters elected me as their chief financial officer (and) elected me as (their) governor four years ago.,TRUE,0
"alex sink says rick scott ""was forced to resign as the head of a company that pled guilty to massive amounts of systematic fraud, including 14 felonies, leading to a historic $1.7 billion fine.""",TRUE,0
alex sink says rick scott has said that he would do away with the department of community affairs.,FALSE,1
"alex sink says the lawyer who brought the case against nationsbank said publicly that alex sink had nothing to do with the case, had nothing to do with the situation and didnt know about the problems.",TRUE,0
alex sink says the senate republican education plan is an unfunded mandate for local school districts.,TRUE,0
"alex sink says when tallahassee politicians and bureaucrats tried to run our schools, ive stood up to them to protect local control.",TRUE,0
"alex wan says the city of atlanta has one of the highest lesbian, gay, bisexual and transgender populations per capita, ranking third among major american cities.",TRUE,0
"alexander snitker says ""snitker has been virtually ignored by the major media.""",TRUE,0
"alexi giannoulias says ""he (kirk) did violate pentagon rules, twice actually, for improperly mingling politics with his military service.""",TRUE,0
alexi giannoulias says mark kirk: lied about going to war. opposed middle class tax cuts. and said unemployments not that big an issue.,TRUE,0
alfonso lopez says on assault weapon violence: ducks have more protection than people in virginia.,FALSE,1
alfonso lopez says ronald reagan banned ownership of fully automatic rifles. he supported the assault weaspons ban.,TRUE,0
"alfredo gutierrez says the new arizona immigration law ""says that any police officer can stop anyone who appears to them to be reasonably suspicious of being an undocumented person.""",TRUE,0
alicia menendez says a white family is likely to have about six times as much wealth than a black or hispanic family coming out of the recession.,TRUE,0
"alisha thomas morgan says in order to pass the crct in georgia, you simply have to get half of the answers correct.",TRUE,0
alison littell mchose says illegal immigration costs state taxpayers over $3 billion every year.,FALSE,1
alison lundergan grimes says mitch mcconnell voted three times for corporate tax breaks that send kentucky jobs overseas.,TRUE,0
"alison lundergan grimes says mitch mcconnell voted to raise medicare costs for a current kentucky senior by $6,000.",FALSE,1
alison lundergan grimes says mitch mcconnell voted two times against the violence against women act.,TRUE,0
"alison lundergan grimes says of mitch mcconnell,what can happen in 30 years? a senator can become a multi-millionaire in public office.",TRUE,0
"alison lundergan grimes says raising the minimum wage to $10.10 an hour, would help lift over a million americans out of poverty.",TRUE,0
alison lundergan grimes says sen. mcconnell says its not his job to bring jobs to kentucky.,TRUE,0
alison lundergan grimes says sen. mitch mcconnell is the no. 1 recipient of contributions from lobbyists this cycle.,TRUE,0
alison lundergan grimes says senate minority leader mitch mcconnell has blocked the senate over 400 times.,TRUE,0
alison lundergan grimes says the only candidate pocketing big money from people who want to destroy coal is mitch mcconnell.,FALSE,1
alissa keny guyer says in oregon only 41 percent of adults have ever been tested for hiv.,TRUE,0
"allan fung says after hiring a campaign manager in 2006, i got this $100 and something fee ... for hazardous materials.",TRUE,0
allan fung says cranstons 2014-2015 budget funds 100 percent of the local police and fire pension and other retiree benefit costs.,TRUE,0
allan fung says gina raimondo paid 70 million in taxpayer dollars to millionaire hedge fund managers.,TRUE,0
allan fung says governor carcieri has not been campaigning with me.,TRUE,0
"allan fung says in the 38 studios deal, wall street investors took a risk, and went bust.",FALSE,1
allan fung says ken block supports obamacare.,FALSE,1
allan fung says nazi imagery [was used] by the block for governor campaign to describe supporters of allan fung for governor.,FALSE,1
allan fung says republican candidate for governor ken block was fined and had to admit that (he) funneled money illegally to the moderate party.,TRUE,0
"allan fung says we have created new jobs here in cranston -- more than 1,000.",TRUE,0
allan levene says theres no language in the u.s. constitution that prevents someone from running for congress simultaneously in multiple states.,TRUE,0
"allan ritter says in my 12 years in the house, i have watched my district go from a solidly democratic district to a heavily solid republican district.",TRUE,0
allen alley says oregons budget has grown by 49 percent in just four years.,TRUE,0
"allen boyd says steve southerland did not pay his taxes in 05, 06, 07, 08 or 09.",FALSE,1
"allen boyd says that when he first ran for office in the late 1980s, there were still folks who didnt have phone service. soon id helped ensure that everyone in north florida could access a dial tone.",TRUE,0
allen buckley says u.s. sen. johnny isakson has voted for $7 trillion of our national debt!,TRUE,0
allen peake says every child in colorado who has been given medical marijuana for treatment for seizures has had diminished seizure activity.,TRUE,0
"allen peake says unlike marijuana, medical cannabis oil cannot get you high.",TRUE,0
"allen west says ""currently we have some 40-45% of americans who are not paying any taxes.""",TRUE,0
"allen west says ""klein did not hold a single town hall meeting (on health care) where the general public was invited to ask questions or present their views.""",FALSE,1
allen west says about 78 to 81 house democrats are members of the communist party. ... its called the congressional progressive caucus.,FALSE,1
"allen west says after patrick murphys charges were dropped, murphys father gave the prosecutor a huge campaign donation.",TRUE,0
"allen west says an obamacare slush fund paid to spay and neuter dogs and cats, then counted it as an anti-obesity campaign.",FALSE,1
allen west says back door gun control is in full effect in the united states due to obamas environmental protection agency.,FALSE,1
allen west says black people kill more black people every six months than the kkk did in 86 years.,TRUE,0
allen west says china owns about 29 percent of (the u.s.) debt.,FALSE,1
allen west says epa wants to regulate the family bbq.,FALSE,1
allen west says florida democrats put my social security number and my wifes employment identification number in a mail piece.,TRUE,0
"allen west says if you look at the application for a security clearance, i have a clearance that even the president of the united states cannot obtain because of my background.",FALSE,1
"allen west says in afghanistan ""the (military) leadership has proposed a new medal, an award for 'courageous restraint' ... for 'not firing back.' """,TRUE,0
"allen west says in june 2012 we actually had more people go on social security disability [85,000] ... than the 80,000 jobs that were created.",TRUE,0
"allen west says in the first 24 to 36 hours of the operation in libya, you saw $115 million go downrange because a tomahawk cruise missile is a little over $1 million each.",TRUE,0
"allen west says in the patient protection and affordable care act, it was the democrats who cut $500 billion from medicare. and they also put in place the independent payment advisory board, 15 unelected bureaucrats, which will be making decisions about health care for our seniors and for all americans.",TRUE,0
allen west says more americans receive food aid than work in (the) private sector.,FALSE,1
allen west says patrick murphy is trying to hide his drunken assault of a police officer.,TRUE,0
allen west says president barack obama ordered our military to enlist illegal aliens.,TRUE,0
allen west says ron klein repeatedly voted in favor of amnesty for illegal immigrants.,FALSE,1
"allen west says the epa wants to hire 230,000 new government regulators that will cost the taxpayer $21 billion.",FALSE,1
allen west says the navy is bringing charges against a navy officer who shot at the chattanooga shooter for illegally discharging a firearm on federal property.,FALSE,1
"allen west says the u.s. had the opportunity with israel coming and talking to us about improving our security screening procedures, and we turned them down.",TRUE,0
allen west says this is the first time in the history that weve had the raising of a debt limit also with spending cuts.,FALSE,1
allen west says this week the house of representatives voted to remove the word lunatic from federal law.,TRUE,0
allen west says u.s. troops are getting only 4 hours of ebola training before deployment to liberia.,TRUE,0
allen west says we had an amendment in the health care law that said the federal government is going to take over education.,FALSE,1
alliance americas future says we just cant afford to pay 100 percent of government employee benefits.,TRUE,0
"alliance defending freedom says zero planned parenthood facilities are licensed to do mammograms. planned parenthood, women dont need you!",TRUE,0
alliance retired americans says social security doesnt contribute a penny to the deficit.,TRUE,0
allie mccullen says the georgia lottery corp. has only once in the past 16 years paid out the agreed upon 35 percent of proceeds to the account which funds the hope scholarship.,FALSE,1
"allison tant says carlos lopez-cantera even voiced enthusiastic support for bringing an arizona-style immigration law to florida, calling the measure common sense.",TRUE,0
allison tant says gov. rick scott allowed republican legislators to cut his teacher pay raise proposal by 60 percent.,FALSE,1
alternativepac says dick cheney supported gay marriage soonerthan hillary clinton.,TRUE,0
amalgamated transit union says trimet spends $10.3 million in police contracts a year for 56 transit police who must respond to non-transit calls,TRUE,0
"amanda fritz says my advocacy questioning contracting out in parks delayed and altered the renewal of the brooks contract, and reduced the number of contracted employees in parks from over 100 to fewer than 40.",TRUE,0
amanda fritz says she is saving ratepayers $6 million/year.,FALSE,1
amanda fritz says she oversaw an audit that won the city $2 million in franchise fees.,TRUE,0
"amanda fritz says that in 2009, i saved ratepayers around $500 million by persuading the council to pursue a less expensive compliance mechanism if the city is required to treat bull run drinking water.",TRUE,0
"amardeep kaleka says wisconsin sold fresh water to california, helping that states dairy industry, and lost a bunch of jobs (and) a bunch of farmland.",FALSE,1
america rising now says hillary clinton savaged the dignity of people who accused bill clinton of sexual harassment or assault and shamed them.,TRUE,0
"america rising now says through the clinton foundation, the clintons are now worth in excess of $100 million.",TRUE,0
"america says american families work hard to earn $4,250 a month. obama is spending $18,972 a month on each illegal immigrant child.",TRUE,0
america says houston national cemetery is preventing christian prayers from being said at military funerals.,FALSE,1
american action network says ed perlmutter voted for viagra for rapists paid for with tax dollars.,FALSE,1
"american action network says under conservative leadership, congress has reduced the federal deficit by 60 percent nearly $800 billion.",TRUE,0
"american beverage association says the new beverage tax will increase the cost of sodas, juice drinks, sports drinks, iced teas, and flavored water up to 50%.",TRUE,0
american bird conservancy says a proposed bill in the florida legislature would authorize the public hoarding of cats by feral cat activists.,TRUE,0
"american bridge 21st century says (jeb) bush, not the state of florida, decided which private emails to disclose.",TRUE,0
american bridge 21st century says as governor: romney did not keep public safety funding in line with inflation.,TRUE,0
american bridge 21st century says marco rubios proposed college affordability overhaul would specifically benefit for-profit colleges.,TRUE,0
american bridge 21st century says rick scott presided over cuts to the bright futures college scholarship program.,TRUE,0
american bridge 21st century says romney flip-flopped on abortion.,TRUE,0
american bridge 21st century says u.s. rep. connie mack iv passed only one bill in seven years.,TRUE,0
"american bridge 21st century says wisconsins economy has tanked under gov. scott walker andso far in 2015 over 6,685 people have been laid off, already more than in all of 2014.",FALSE,1
"american civil liberties union says voter identification laws make it complicated and expensive to get an id, essentially instituting a modern-day poll tax.",TRUE,0
american commitment says bill nelson was the deciding vote on the health care law.,TRUE,0
american commitment says bill nelsons vote for the affordable care act cuts $500 billion from medicare to pay for new government programs.,TRUE,0
"american commitment says the health care law could cost up to $2 trillion, double what we were promised.",FALSE,1
american commitment says the health care law imposes the largest tax increase in history on the middle class.,FALSE,1
american crossroads says after four years of a celebrity president 85% (of recent college grads are) moving back in with their parents.,FALSE,1
"american crossroads says as a result of obamacare, california seniors face benefit cuts of over $1,700.",FALSE,1
"american crossroads says as virginia lost over 65,000 jobs, (tim) kaine put partisan ambitions first by serving as dnc chairman during the last year of his governorship.",TRUE,0
american crossroads says bill clinton opposes president barack obamas plan to raise taxes on wealthy americans.,FALSE,1
american crossroads says bill nelson cast the deciding vote for obamacare cutting medicare spending by $700 billion and letting an unelected board decide what gets covered here.,TRUE,0
"american crossroads says bill nelson leased land that he owned for six cows, taking advantage of an agricultural tax loophole to dodge $43,000 in taxes just last year.",TRUE,0
"american crossroads says bill nelson sold agricultural land for home development, pocketing at least $1.4 million.",TRUE,0
american crossroads says lee fisher wanted a $1.1 billion tax increase which could have driven countless jobs out of state.,TRUE,0
american crossroads says president barack obamas spending drove us $5 trillion deeper in debt.,TRUE,0
american crossroads says recent data showed nevada ranks 50th in the money received from the stimulus bill.,FALSE,1
"american crossroads says rep. paul hodes, d-n.h., voted for the pork-filled stimulus bill -- $1.9 million to study ants in africa, $39 million for office upgrades for politicians.",TRUE,0
american crossroads says the clintons foundation took millions from foreign governments including united arab emirates and saudi arabia.,TRUE,0
american crossroads says this is what president obama said the jobless rate would be if we passed the stimulus: 5.6 percent.,TRUE,0
american crossroads says tim kaine urged$500 billion in medicare cuts.,FALSE,1
american crossroads says tom steyer is acalifornia billionaire who stands to profit by blocking keystone and is spending big to help bruce braley.,TRUE,0
"american energy alliance says gas prices have doubled because obama opposed exploring for energy in alaska. he gave millions of tax dollars to solyndra, which then went bankrupt. and he blocked the keystone pipeline. so we will all pay more at the pump.",FALSE,1
american energy alliance says obama opposed exploring for energy in alaska.,TRUE,0
american federation children says senator jeff plale saved my job -- and some 300 others at bucyrus international.,TRUE,0
american federation children says state senate candidate monk elmer voted to exceed the (school district property tax) spending caps.,FALSE,1
"american future fund says kasichs budget raised taxes by billions, hitting businesses hard and the middle class even harder.",FALSE,1
"american future fund says obamas flush with cash, returning to wall street for even more money. wall street sure supports president obama.",TRUE,0
american future fund says patrick murphy was named one of americas least effective congressmen.,TRUE,0
american future fund says u.s. rep. martin heinrich spent a trillion of our tax dollars on a stimulus for failed companies here and jobs overseas.,FALSE,1
"american future fund says under barack obama, the u.s. now has the lowest workforce since (president jimmy) carter.",TRUE,0
american international group says aig has fully repaid the federal government plus a profit of more than $22 billion.,TRUE,0
"american leadhership pac says as mayor, [allan fung] raised taxes three times.",TRUE,0
american leadhership pac says there have been at least 100 shootings each year [angel taveras] has been mayor of providence.,TRUE,0
"american leadhership pac says under mayor angel taveras providences bond rating was downgraded from a to bbb, two steps above junk-bond status.",TRUE,0
"american life league says girl scouts usas curriculum promotes margaret sanger, founder of planned parenthood, betty friedan, founder of naral prochoice, and other pro-abortion women as icons for our children to emulate.",FALSE,1
"american natural gas alliance says the united states has a supply of ""more than 100 years of natural gas.""",TRUE,0
american petroleum institute says bill clinton and george bush both say build the keystone xl.,TRUE,0
"american petroleum institute says the oil and natural gas industry provides or supports 141,600 jobs in georgia.",TRUE,0
american postal workers union says the u.s. postal service doesnt run on your tax dollars. its funded solely by stamps and postage.,TRUE,0
american principles action says barack obama has deported more people than any other president in this countrys history.,TRUE,0
"american unity pac says ted strickland supported giving $150 billion to iranian regime that persecutes women, christians and gays.",FALSE,1
"americannewscom says according to recent reports, a group of death panels organized under obamacare ordered their first execution.",FALSE,1
americannewscom says congress approves bill offering free cars to welfare recipients.,FALSE,1
americanpoliticnews says denzel washington supports donald trump and speaks out against barack obama.,FALSE,1
americans against food taxes says some politicians want to put new taxes on a lot of groceries.,TRUE,0
"americans commonsense solutions says as a state representative, david cicilline argued against megans law and voted against mandatory registration of sex offenders.",TRUE,0
americans job security says jane norton supported the largest tax hike in colorado history.,TRUE,0
americans job security says the state bureaucracy jane norton managed grew by $43 million in just three years.,TRUE,0
"americans job security says zack space voted for budgets and debt, energy taxes and the stimulus, and we still lost more than 2.5 million jobs.",TRUE,0
americans prosperity florida says patrick murphys pay more energy agenda means you could pay another $500 a year for your utility bills!,TRUE,0
americans prosperity florida says recent solar energy policies in georgia have resulted in rate hikes and did not result in solar becoming any more economically viable.,FALSE,1
"americans prosperity florida says state sens. greg evers, nancy detert and charles dean got a failing grade from conservatives.",TRUE,0
